danarotman	"excellent, intensive (and exhausting) 4 days of great research and discussions at #webshop2011. Will have lot... (cont) http://t.co/u9AUl4g"
jenkayahara	RT @schradie: Slactivism existed before the Internet - it was called armchair Marxism #webshop2011
schradie	Slactivism existed before the Internet - it was called armchair Marxism #webshop2011
jvitak	@jpdimond You just got some shoutouts at #webshop2011!
barrywellman	RT @jenkayahara: @grand_nce You're up! Mo and Zack are giving a nice talk on GRAND. #webshop2011
docjazzmusic	RT @wyoumans: Thing about slacktivism is that it could still be a positive gain in social action over pre-Internet inactivism. #webshop2011
danarotman	@wyoumans not sure if #slacktivism is not equal to preinternet inactivism in the effort it necessitates and its outcome #webshop2011
wyoumans	Thing about slacktivism is that it could still be a positive gain in social action over pre-Internet inactivism. #webshop2011
jenkayahara	@grand_nce You're up! Mo and Zack are giving a nice talk on GRAND. #webshop2011
pstamara	Overview of our fab sponsors #GRAND_NCE at #webshop2011 ty for your assistance
schradie	@barrywellman Canadian team up now at #webshop2011
katypearce	oh Canada #webshop2011
wyoumans	I think @caseyspruill found an academic soul-mate in @asbruckman #webshop2011
katypearce	"RT @jvitak: For locals (MD-DC-NOVA), Foot's Forecast created a map with specific wind/storm surge forecasts: http://t.co/EmJiPe2 #irene #webshop2011"
jvitak	"For locals (MD-DC-NOVA), Foot's Forecast created a map with specific wind/storm surge forecasts: http://t.co/EmJiPe2 #irene #webshop2011"
katypearce	some @bribespot examples: http://t.co/a2H809T http://t.co/4w8hyRq http://t.co/i3QlcBt #webshop2011
jvitak	"I published article on FB & political participation during '08 election, partially debunks slacktivism: http://t.co/W8HvNuA #webshop2011"
katypearce	An interesting site like this Hollaback is @bribespot #webshop2011
smilex3md	Had to secure the hatches! Now back to #webshop2011 http://t.co/rmkLeea
katypearce	This was a nice slactivism study earlier this year: http://t.co/wDe0VzM #webshop2011
jvitak	Malcolm Gladwell: Why the Revolution will not be tweeted: http://t.co/eldX6dI #webshop2011
pjrey	@katypearce There's such a thing as a pro-Gladwell crowd? #Webshop2011
katypearce	New online media and activism paper in NMS: http://t.co/LpcO2dZ #webshop2011
hangal	amy bruckman discussing #slacktivism #webshop2011
pstamara	""the movement towaqrds slacktivism is disturbing" #webshop2011"
jvitak	"@katypearce It's probably not going to solve problem, but certainly provides women with an outlet to share and receive support. #webshop2011"
katypearce	"I'm not sure, but I'm guessing this is a pretty anti-Malcolm Gladwell crowd at #webshop2011 #amirite"
rlynn82	RT @jhc5007: ihollaback.org -- website dedicated to end street harassment #webshop2011
katypearce	I've always been sort of meh about HollaBack. Is it a safe response? Does it address the larger problem? #webshop2011
jhc5007	ihollaback.org -- website dedicated to end street harassment #webshop2011
danarotman	"@pstamara "eat your own dog food" in google lingo #webshop2011"
pstamara	""friends and family beta testing" is a tried and true method right? #webshop2011 #howresearchactuallyworks"
mpeers	RT @jenkayahara: Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
jvitak	"Great question from @asbruckman about virtual collab projects: Is the project ever "finished"? #webshop2011"
wyoumans	During the break @deanabea updated me on the remix hit: Nobody Canna Cross it. http://t.co/jHQpnVv Now a dance video & cartoon #webshop2011
jvitak	The Luther & Bruckman (2008) paper @asbruckman referenced about collaboration on Newgrounds: http://t.co/koZtzKh #webshop2011
caseyspruill	"Although @bkeegan isn't at #webshop2011, his name has been mentioned a million times. I feel lucky I actually know him! :-)"
tyrgr	"In Britain, a Meeting on Limiting Social Media http://t.co/QBpbVwZ @WebShop2011"
edenlitt	@bkeegan your name has been mentioned at least 25 times at #webshop2011
katypearce	@bkeegan shout out again at #webshop2011
barrywellman	How is #webshop11 handling the hurricane? #webshop2011
jhc5007	What is the future of creative collaboration online? @asbruckman #webshop2011
lorenterveen	RT @danarotman: @wyoumans a list of potential publication venues for the #webshop2011 crowd - http://t.co/aEr038j
barrywellman	RT @jenkayahara: Analysis of ~6000 Congressional tweets; more than half were informational #webshop2011 #grand_nce
caseyspruill	RT @yardi: collective stupidity is just as possible as collective intelligence -Tom Malone #webshop2011
barrywellman	RT @HZack: .@jengolbeck: a method for computing the political preferences among an organization's Twitter followers #webshop2011
axfelix	RT @jenkayahara: Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
barrywellman	RT @jenkayahara: Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
MO_GY	RT @deanabea: Great list of publication venues for work on Communities and Information + Social Networks: http://t.co/aS9xuiG #webshop2011
deanabea	Great list of publication venues for work on Communities and Information + Social Networks: http://t.co/aS9xuiG #webshop2011
danarotman	@wyoumans a list of potential publication venues for the #webshop2011 crowd - http://t.co/s72b9hr
apidictionist	great talk by Jen Goldbeck at #webshop2011
MO_GY	RT @HZack: .@jengolbeck: new real engagement and no new information in most congress member tweets #webshop2011
MO_GY	RT @jenkayahara: Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
MO_GY	RT @jenkayahara: Green Party used more negative emotional words #webshop2011 @grand_nce
katypearce	"#webshop2011 -ers - maybe a good collab would be "helping" people bridge disciplines. For ex, you wanna get into ICA? I'll help you."
wyoumans	Colbert's genius: truthiness. #webshop2011
jenpre	RT @pstamara: Bravo to proper academic sharing and a spirit of openness #webshop2011
tglaisyer	Many thx @rbole @rainakumra #webshop2011 attendees really enjoyed your talk.
pstamara	Bravo to proper academic sharing and a spirit of openness #webshop2011
danarotman	RT @mary_madden: Social networking reaches 50% of adults for the first time in @pewinternet new report http://t.co/WcKHPpq #webshop2011
karhai	managed to find an earlier flight to outrun irene. unbelievably great time at #webshop2011 so great to meet/re-meet everyone!
pjrey	"RT @pstamara: "We cannot let the privilege of social media marginalize those living a real life" - #KMb blog http://t.co/tGeIFaC #webshop2011"
HZack	RT @jenkayahara: Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
pstamara	""We cannot let the privilege of social media marginalize those living a real life" - #KMb blog http://t.co/tGeIFaC #webshop2011"
jenkayahara	Green Party used more negative emotional words #webshop2011 @grand_nce
jenkayahara	Analysis of Canadian campaign tweets show Conservatives use more positive emotional words than any other party #webshop2011 #grande_nce
pstamara	Oh LIWC where have you been all my discourse analysis life? http://t.co/Lp69ECE #webshop2011 #worththepriceofadmission
ThirysTheory	Can you pick me up a sarcasm font @pstamara (WTB: Ironic font for twitter) #webshop2011
pstamara	(WTB: Ironic font for twitter) #webshop2011
pstamara	Note to organizers: Give a quick intro lecture on who Canada is at the start of next webshop #your-northern-neighbour #webshop2011
wyoumans	"Oh! Canada... or is it "Oh Canada!" #webshop2011"
pjrey	RT @jhc5007: <1% Congress tweets about fundraising #webshop2011
pjrey	RT @schradie: @jengolbeck: republicans tweet more than democrats but mostly sound bites and not engagement with citizens #webshop2011
wyoumans	John McCain's Twitter account is used terribly says @jengolbeck ha ha... very true @SenJohnMcCain #webshop2011
pjrey	"@jengolbeck - @JohnMcCain = terrible Twitter user, not very informative and not frequent. "You can tell him I said that." #Webshop2011"
wyoumans	A reversal of @jengolbeck's talk. Media follow Twitter users! MT @AEJMC Twitter effect: We're all media http://t.co/NrSyqTl #webshop2011
HZack	.@jengolbeck: a method for computing the political preferences among an organization's Twitter followers #webshop2011
wyoumans	Timely tweet reverses @jengolbeck's talk. Media follow Twitter users! MT @AEJMC Twitter effect: We're all media bit.ly/qBL9BW #webshop2011
truestofmikes	"@ThirysTheory Ok, I read all of your #webshop2011 stuff but that was the worst. Don't use natural disasters to pimp your conference. :P"
ThirysTheory	Also thanks to @marc_smith @bederson @jenpre @smilex3md @pjrey #webshop2011 has been a great experience!! #ontherecord
marybethray	RT @ThirysTheory: Thanks @googleresearch @GRAND_NCE @NSF @intelresearch For supporting the #webshop2011 We shook the earth and brought in winds of knowledge.
jvitak	"MT @mary_madden: Social networking reaches 50% of adults, 1st time in @pewinternet surveys. New report: http://t.co/flFND6y #webshop2011"
wyoumans	"Wonder if @jengolbeck read Vallone et al, Hostile media bias -- evals of media bias often depend on assessor's position. #webshop2011"
danarotman	#washpost report on @golbeck @jusgrimes study on US congressmen use of Twitter - http://t.co/6Suh0Up #webshop2011
hangal	@jengolbeck: most studies of media bias are terrible #webshop2011
jhc5007	RT @ThirysTheory: Thanks @googleresearch @GRAND_NCE @NSF @intelresearch For supporting the #webshop2011 We shook the earth and brought in winds of knowledge.
ThirysTheory	Thanks @googleresearch @GRAND_NCE @NSF @intelresearch For supporting the #webshop2011 We shook the earth and brought in winds of knowledge.
wyoumans	"i am sure @jengolbeck gets a digital divide-type question, as she should. #webshop2011"
wyoumans	""great interactive' potential on Twitter between citizens and Congress reps. Now, more like "propaganda," sayd @jengolbeck. #webshop2011"
wyoumans	Most of Congress tweets broadcast-like messaging - soundbites - but some back/forth between reps & constituents: @jengolbeck. #webshop2011
jhc5007	@jengolbeck Thinking about those who don't use/have access to Twitter -- are they missing out on important information/debates? #Webshop2011
HZack	.@jengolbeck: new real engagement and no new information in most congress member tweets #webshop2011
jenkayahara	Congress tweets tend to be very one-sided: sending out information but not interacting with citizens #webshop2011 #grand_nce
hangal	"@jengolbeck: vast majority of tweets by congressmen are self promotion or position stmts, not interaction w/constituents #webshop2011"
smunson	"for analysis of how congressional candidates used Twitter in 2010, see Livne et al's recent paper (http://t.co/Sg7JjIm) #webshop2011"
schradie	@jengolbeck: republicans tweet more than democrats but mostly sound bites and not engagement with citizens #webshop2011
pstamara	Soapbox-style position statements & self promo dominated the US Political tweet landscape #webshop2011
eagschwarz	"RT @rlynn82: Jen Goldbeck: More Repubs tweet than Dems, are better organized and more densely connected #webshop2011"
jhc5007	<1% Congress tweets about fundraising #webshop2011
jenkayahara	Analysis of ~6000 Congressional tweets; more than half were informational #webshop2011 #grand_nce
pjrey	"RT @jvitak: Okay, somebody has to say it. Did Anthony Weiner's tweets fall into "personal message" or "requesting action"? #webshop2011"
jvitak	"Okay, somebody has to say it. Did Anthony Weiner's tweets fall into "personal message" or "requesting action"? #webshop2011"
jhc5007	53% of Congress tweets are informational #webshop2011
HZack	"RT @rlynn82: Jen Goldbeck: More Repubs tweet than Dems, are better organized and more densely connected #webshop2011"
axfelix	"RT @jhc5007: More Republican congressman use Twitter than Democratic congressman, and Republicans are more connected on Twitter #Webshop2011"
pjrey	"@nathanjurgenson RT @rlynn82: Jen Goldbeck: More Repubs tweet than Dems, are better organized and more densely connected #webshop2011"
rlynn82	"Jen Goldbeck: More Repubs tweet than Dems, are better organized and more densely connected #webshop2011"
jhc5007	"Fascinating study -- what are Congressman saying on Twitter? Analyzing ~6,000 tweets #webshop2011"
jenkayahara	Republicans more densely linked on Twitter than Democrats #webshop2011 #grand_nce
jvitak	Republicans constitute nearly 3/4 of all Congressional tweeters... but I thought Republicans were supposed to be the Luddites? #webshop2011
jhc5007	"More Republican congressman use Twitter than Democratic congressman, and Republicans are more connected on Twitter #Webshop2011"
ThirysTheory	"I think it is something that the young kids are doing. @jvitak Wait, what's this "Twitter" thing she's talking about? #webshop2011"
danarotman	"I think this Twitter thingy is going to be big! RT @jvitak: Wait, what's this "Twitter" thing she's talking about? #webshop2011"
pstamara	@jvitak Shhh if you aren't talking about your breakfast you're not using it properly #webshop2011
jvitak	"Wait, what's this "Twitter" thing she's talking about? #webshop2011"
pstamara	If anyone is willing to work on a SNS technology refusal project (FB specifically) hit me up pls - could use some collab #webshop2011
pstamara	Job posting: tenure-track position in Journalism Studies at Concordia University in beautiful Montreal: http://t.co/CBE646b #webshop2011
katypearce	PCA has a lot of drawbacks... #grumble #webshop2011
ThirysTheory	Feel free to add columns if there is something that would be useful. bit.ly/nhmgWv What conferences do we attend #webshop2011
jhc5007	RT @ThirysTheory: What conferences do we attend? http://t.co/syOp3Nh Please add to the list! #webshop2011
pjrey	"I <3 ccMixter and have produced music from/for the site before, fyi. MT @caseyspruill: Hey #WebShop2011 peeps! A few have asked..."
pstamara	Can't let #webshop2011 go w/o a shout out to 1 of the best radio/web shows avail about digital tech @sparkcbc http://t.co/kf1WXLW @nora3000
ThirysTheory	What conferences do we attend? http://t.co/syOp3Nh Please add to the list! #webshop2011
marybethray	RT @caseyspruill: Hey #WebShop2011 peeps! A few have asked about the site I'm using to study remix collaboration: www.CCmixter.org. Contact me for more info!
jhc5007	"I <3 stats, and I <3 visual displays of data. Excited. #webshop2011"
katypearce	RT @caseyspruill: Hey #WebShop2011 peeps! A few have asked about the site I'm using to study remix collaboration: www.CCmixter.org.
jvitak	Last day of #webshop2011. Tomorrow I will change my tweeting to only be about the impending apocalypse known as Irene.
katypearce	Required Friday post: http://t.co/CMebEPn #webshop2011
jhc5007	Final round of #Webshop2011 begins now.
caseyspruill	Hey #WebShop2011 peeps! A few have asked about the site I'm using to study remix collaboration: www.CCmixter.org. Contact me for more info!
axfelix	"Last day of a 2-week trip made possible by @julzbullard and #webshop2011; unbelievably, still standing. thanks, everyone! ready to go home."
clifflampe	"Thanks #webshop2011, I had a great time. Special thanks to @benbendc, @jenpre, @smilex3md, and marc for their efforts. Total blast!"
erova	~ @nicole_ellison what are some similar workshops/events/conferences in the next few months you would recommend similar to #webshop2011?
nicole_ellison	Bye everyone! It was great seeing you. Leaving early to beat the storm. Thanks #webshop2011 for great ideas & conversation.
katypearce	http://t.co/c1cPRZX someone at #webshop2011 asked about intl students and SNSs?
jccoleman	"NYTimes: In Britain, a Meeting on Limiting Social Media http://t.co/UCLbXJ8 @WebShop2011"
jccoleman	"A bit late, but for all the @Webshop2011 -ers... http://t.co/zx673mk"
poliscipunk	"I need a copy of this, stat! RT @katypearce #webshop2011 Figure 2. A collection of adjacent k=3 k-cliques cent... (cont) http://t.co/PVFRNSF"
deanabea	#webshop2011 where the food keeps coming and coming. Family-style Italian dinner. http://t.co/f1yRNe8
severiwhox2	I can tell I'm in the right career because the free NodeXL book I received at webshop2011 is actuallrDQqr
smilex3md	RT @pewresearch Ask the Expert: How does the Pew Research Internet project choose the topics it studies http://t.co/C0wD1SU # webshop2011
pjrey	Disagree. Infrastructure intrinsically political @jvitak @katypearce the tech isn't good or bad but what the user does with it #Webshop2011
pjrey	"Probably no more difficult than connecting to proxy server MT @katypearce PITA setup, I dunno if it'd be successful. #Webshop2011"
pbenzon	"Nice summation of digital poetics/structural metaphors: "@pjrey: mesh v net, fog v cloud, rhizome v tree #Webshop2011""
pbenzon	"RT @pjrey: mesh v net, fog v cloud, rhizome v tree #Webshop2011"
pjrey	Seems like it would be useful in cases where autocrats (eg Mubarak) pull the plug to the web. Also could subvert Great firewall #webshop2011
jameslosey	RT @katypearce: Here's a link to Belding's lab for mesh networking http://t.co/ftKjShq #webshop2011
pstamara	RT @pjrey: One thing to come out of #webshop2011 - Will try to hold an online play & gaming research symposium this year at UMD. Need sponsors.
pjrey	"On the flipside, wouldn't authoritarian fear commotion. #webshop2011"
pjrey	"On the flipsofe, wouldn't authoritarian fear commotion. #webshop2011"
pjrey	The ? is always: Good for who? MT @katypearce: Would being able to make calls w/out the telecomm system be good? #webshop2011
katypearce	First1! To make zoolander joke #webshop2011
pjrey	"On the flipsofe, wouldn't authoritarian fear commotion. #webshop2011"
katypearce	RT @clifflampe: #webshop2011 Cool project bro... http://t.co/E7SJczm
katypearce	Hey my activist friends... Would being able to make calls to other mobiles without using the telecomm system be good? #webshop2011
katypearce	Here's a link to Belding's lab for mesh networking http://t.co/ftKjShq #webshop2011
pjrey	"mesh v net, fog v cloud, rhizome v tree #Webshop2011"
clifflampe	#webshop2011 Cool project bro... http://t.co/E7SJczm
katypearce	#webshop2011 peeps interested in mesh networks might want to check out Elizabeth Belding's work out of UCSB.
schradie	#webshop2011 why do we need BBG when other alt media is out there? i.e. Al Jazeera. It is old style U.S. propaganda in new media clothes
katypearce	Interestingly many activists in 'developing' countries prefer speed over safety. #webshop2011
pjrey	Vizualization has increasing cache in society writ large MT @katypearce: policymakers like graphical displays of information #Webshop2011
nickkauf	RT @opendna: @barrywellman Why waste digits with year hashtags #webshop2011 do u think Twitter will remember next year? It doesn't remember last week!
katypearce	Shoutout to @acarvin ! #webshop2011
katypearce	"Data ARE #ashamed RT @katypearce Their data is huge and amazing, #webshop2011 but certainly a-theoretical, fwiw."
